,Car,Make,Model,Year,Price,Milage,MPG,Expected Car Life (Yr),Gas Cost Per Year,Loan,Cost Per Mile,Cost Per Year,Views Count,Favorite Count,Favorite to Views Ratio,Link,Description
1689,2013 Hyundai Sonata Hybrid        ,Hyundai,Sonata,2013,10000.0,76000,28.0,2.539473684210526,687.5,6000.0,0.0968168604103197,4727.471981900792,36.0,0.0,0.0,https://cars.ksl.com/listing/6135198?ad_cid=19,       Up for sale is a 2013 Hyundai Sonata Hybrid  It is the limited trim package so it is fully loaded with leather  heated front and rear seat  navigation  premium sound  etc  It s a clean one owner title and has never been in any accidents  It s been an amazing car with no problems  It s been maintained at findlay hyundai in st george with the oil changed every 3 000 miles  Also has newer tires that were put on about 6 months ago from costco and they have a 60 000 mile warranty so should be good for years to come  This is one of the cleaner sonatas out there so text or call with any questions     
3248,2011 Subaru Outback 2.5i        ,Subaru,Outback,2011,9000.0,112800,24.0,1.7109929078014185,802.0833333333334,5000.0,0.12142806963631281,6188.528090331163,312.0,16.0,0.05128205128205128,https://cars.ksl.com/listing/6109299?ad_cid=2,       For Sale By Owner  2011 Subaru Outback with 112800 miles  Clean title   Sunroof and heated seats  This has been a reliable car while I ve owned it  Nothing wrong with it  I just wanted to upgrade to a newer year Outback  Minor parking lot dings but no major dents or damage  Will provide VIN for you if you want to get a CARFAX report    
1526,2014 Ford Expedition King Ranch        ,Ford,Expedition,2014,23000.0,82000,15.0,2.3536585365853657,1283.3333333333335,19000.0,0.22747432042149793,11404.360230043596,82.0,1.0,0.012195121951219513,https://cars.ksl.com/listing/6137391?ad_cid=8,       Excellent condition   King Ranch edition   Brown leather interior  black flooring   DVD  navigation system  heated and cooled seats  automatic running boards  new tires  bucket second row seats  automatic third row seat   Call Mike for information 435 650 1101    
903,2006 Chevrolet Equinox        ,Chevrolet,Equinox,2006,3700.0,148000,18.0,1.304054054054054,1069.4444444444446,0.0,0.09797333391083392,3906.75014392631,264.0,4.0,0.015151515151515152,https://cars.ksl.com/listing/6044784?ad_cid=19,       The engine and transmission run well it doesn t have damage    
3230,1996 Ford Explorer XLT        ,Ford,Explorer,1996,600.0,108000,16.0,1.787037037037037,1203.125,0.0,0.029891618860708534,1538.8762953367877,826.0,15.0,0.018159806295399514,https://cars.ksl.com/listing/6109739?ad_cid=4,       This 1996 Ford Explorer only has 108 000 miles and runs great It has a issue with the transmission slipping between 2nd gear and drive It doesnt slip driving down the road or highway driving This is why the low price for it     
254,2013 Subaru Impreza 2.0i        ,Subaru,Impreza,2013,7100.0,152000,30.0,1.269736842105263,641.6666666666667,3100.0,0.16768275935541138,6338.929597186951,51.0,4.0,0.0784313725490196,https://cars.ksl.com/listing/6149321?ad_cid=9,       Only Owner  Great car for a Utah weather  Call me or text me if you are interested      
3774,2010 Dodge Caliber        ,Dodge,Caliber,2010,3300.0,159760,25.0,1.2080620931397095,770.0,0.0,0.10512444860133141,3501.6476683937826,295.0,8.0,0.02711864406779661,https://cars.ksl.com/listing/6026199?ad_cid=11,       Tires are new all terrain 40 000 mile tires  road hazard warranty transferable through Discount Tire  Less than 7 000 put on them  One cigarette burn on back seat  Clean title  Great run around car  This is a beyond fair price  It s already priced below average and you get new tires with it too   We have 5 vehicles for 2 drivers and don t need this one anymore   I m sick of paying for insurance on a vehicle sitting in my driveway     
1319,2015 Toyota Highlander Limited Platinum        ,Toyota,Highlander,2015,24900.0,65000,21.0,2.9692307692307693,916.6666666666666,20900.0,0.2112991137903133,9606.993386062171,295.0,4.0,0.013559322033898305,https://cars.ksl.com/listing/6113317?ad_cid=11,       2015 Audi Q7 Premium Plus  I listed it under the highlander tab  as well as audi tab  for more views   This is the car I bought after selling my highlander   It has more space behind the the 3rd row then my highlander did   It has only 65 000 miles  I am currently driving it  so that will fluctuate    It cost  70k new  Asking  24 900  All recommended regular maintenance has always been done on time  It has NEVER had any problems  Black interior and black exterior  Very smooth quiet ride  It has a great feel to it   FULLY LOADED  Leather Seats  panoramic sunroof   moon roof  Power Package  Navigation System  Technology Package  Premium Wheels  Heat Package  Premium Plus Package  Premium Package  Tow Package  Climate Package  LE Package  Bluetooth  Backup Camera    
2878,2015 Ram 1500 Big Horn        ,Ram,1500,2015,19800.0,82060,20.0,2.3519376066292956,962.5,15800.0,0.19286784198101536,9671.529218770738,122.0,3.0,0.02459016393442623,https://cars.ksl.com/listing/6116571?ad_cid=5,       We are selling our blue diesel Quad Cab  Excellent truck   4WD  Turbo Eco Diesel  25 27 mpg  from what I m measuring   Automatic 8 spd  backup camera  front LED light bar  etc  We are only selling to downsize  Call or text 208 880 six89one  Perfect Christmas gift  Merry Christmas  Please Note   KSL isn t letting me change the VIN   The actual VIN is   1C6RR7GM6FS525079   Sorry about the confusion     
3807,2001 Honda Accord LX        ,Honda,Accord,2001,1000.0,150000,21.0,1.2866666666666666,916.6666666666666,0.0,0.043588888888888885,1693.8687392055267,773.0,2.0,0.00258732212160414,https://cars.ksl.com/listing/6094662?ad_cid=11,       NEEDS A NEW TRANSMISSION   Runs great   Been a great car   Kelly Blue Book value  1300    3000    
41,2017 Toyota RAV4 XLE        ,Toyota,RAV4,2017,22500.0,45700,25.0,4.223194748358862,770.0,18500.0,0.17207831777666743,6287.10869733341,22.0,1.0,0.045454545454545456,https://cars.ksl.com/listing/6150895?ad_cid=23,       Even though this is the XLE trim level  it has the  POWER PREMIUM PACKAGE  plus EXTRAS  see below for more details  so it is actually a trim level between the Limited and Platinum   The only things I can see on the Platinum that this car doesn t have are the heated steering wheel and seats   If you re looking for all of the safety bells and whistles  which I can t live without now that I ve owned this car   this is your car   If you don t think you want all the safety bells and whistles  come check out this car and you ll change your mind  The  POWER PREMIUM PACKAGE  added more features than I can list  so please see the photo of the original window sticker that lists them all   Some of my favorites that I will never go without now are the BLIND SPOT MONITOR  REAR CROSS TRAFFIC ALERT  GPS NAVIGATION  POWER LIFT GATE  SMART KEY SYSTEM  FRONT AND REAR PARKING SONAR  and HIGH DEFINITION TOUCH SCREEN DISPLAY  In addition to the standard equipment and the Power Premium equipment  this car includes all weather floor liners and cargo tray  the only time the carpet has seen the light of day is when the floor liners and cargo tray were being washed   carpet is like new   and roof rack with cross bars    In ADDITION to these items that are shown on the original window sticker in the photo  I had the following things added   4 000 additional   LEATHER INTERIOR  another option I can t live without   CERAMIC WINDOW TINT  one shade lighter than limo tint in the back and a little lighter in the front to be legal in all states  including California    The ceramic tint  as opposed to regular tint  actually keeps the heat out   I never had a single time in two summers of the black leather interior being hot  FULL FRONT CLEAR BRA  This is not the partial clear bra that shows a line partially up your hood   This clear bra is truly invisible and covers the entire hood  as well as the entire front quarter panels  and the entire front bumper area   It s impossible to get a rock chip or scratch on the front of this car   PAINT LEATHER CARPET PROTECTION and UNDERCARRIAGE COAT I have the car s CARFAX and AUTOCHECK vehicle history reports available for review    Feel free to text any time   I work during the day but if you call and leave a message I will call you back when I m able   You really do need to come see this car   I absolutely love   I keep going back and forth between whether or not to sell it but I need to downsize     
2615,1995 Honda Accord LX        ,Honda,Accord,1995,700.0,135000,25.0,1.4296296296296296,770.0,0.0,0.027704843304843303,1259.6373056994819,553.0,11.0,0.019891500904159132,https://cars.ksl.com/listing/6122968?ad_cid=4,       700 OBO    A couple minor issues  Has a small radiator leak so will need that replaced eventually  Runs fine but has battery charge issue  loses battery power right away if turned off from running position  Once running does not die or have problems  Willing to negotiate  Thanks     
2105,2013 Kia Sorento LX        ,Kia,Sorento,2013,9000.0,120500,22.0,1.6016597510373445,875.0,5000.0,0.13355498188232828,6629.136464700696,487.0,10.0,0.02053388090349076,https://cars.ksl.com/listing/5996322?ad_cid=2,       2013 Kia Sorento lx  Car has brand new tires  and 8000 miles on new engine with lifetime warranty and replacement     
1643,2013 Nissan Juke NISMO        ,Nissan,Juke,2013,9500.0,75792,27.0,2.5464428963478993,712.9629629629629,5500.0,0.09301578906054643,4537.036799137364,241.0,16.0,0.06639004149377593,https://cars.ksl.com/listing/6135684?ad_cid=3,       2013 Nissan Juke Nismo AWD with low mileage for year and in excellent condition  Never been in an accident  clean title  and has always been reliable  We have babied this car and kept it very clean inside and out  If you are looking for a great car for the snow with AWD and a fun sporty drive this is the perfect vehicle  We are just needing a larger vehicle for our family  Avoid dealership fees and buy from a private party instead  Highest trim level  NISMO   push to start button  keyless entry  backup camera  navigation system  Bluetooth  premium wheels  Rockford Fosgate Sound  Eco and Sport Modes  Priced to sell below Kelly Blue Book Value and all other Juke Nismos on KSL  Firm on price     
3495,1991 Volkswagen Fox GL        ,Volkswagen,Fox,1991,1100.0,100000,25.0,1.93,770.0,0.0,0.025861,1339.9481865284974,886.0,24.0,0.02708803611738149,https://cars.ksl.com/listing/6061442?ad_cid=13, 
554,2003 Mazda Protege5        ,Mazda,Protege5,2003,650.0,130000,24.0,1.4846153846153847,802.0833333333334,0.0,0.026296932234432236,1239.9071675302246,211.0,3.0,0.014218009478672985,https://cars.ksl.com/listing/6146425?ad_cid=13,        Does Not Drive  I have the silver bumper   What s Wrong  Transmission Line Leak Front Bumper Pulled Off Needs New Radiator Fan What s Right  The car is extremely fun to drive  Great handling mechanics and would be an amazing project car for someone who can spare a few hundred for the car  Sadly will need to be towed  has interior lights and great audio  A ton of cargo space as well  would be great for a college student or first car when fixed up  Had maintenance regularly done to this car  decent tires and brakes  Also has a sunroof  Open to negotiation     
547,2010 Mini Cooper        ,Mini,Cooper,2010,3500.0,98000,29.0,1.969387755102041,663.7931034482758,0.0,0.04713005892011977,2440.9951759871356,232.0,10.0,0.04310344827586207,https://cars.ksl.com/listing/6146478?ad_cid=24,       2010 Mini Cooper  98k miles only  Clean title  6 speed manual  Runs and drives great  Ac   heater works great  Asking 3500   Dl889a  Hot deals on wheels    
1861,2005 Ford Explorer Sport Trac XLT        ,Ford,Explorer,2005,7500.0,134000,15.0,1.4402985074626866,1283.3333333333335,3500.0,0.14393486710330775,6595.647485293542,174.0,6.0,0.034482758620689655,https://cars.ksl.com/listing/6101780?ad_cid=24,       It s a 05 Ford explorer sport Trac it s been a great truck for the last 5 yrs I m just sells Because I need a car I m going to be driving back east more so I need a car that get mpg  asking 7500 obo    
2988,2017 Ford F-150 Lariat        ,Ford,F-150,2017,32000.0,56500,17.0,3.415929203539823,1132.3529411764705,28000.0,0.25838733543141795,10854.610978466731,1256.0,26.0,0.020700636942675158,https://cars.ksl.com/listing/6052812?ad_cid=14,       2017 Ford F 150 Lariat Sport full size 4 door with 6 5  bed  4x4  spray in bed liner  hard foldable tonneau cover  ski and fly fishing rod racks  black leather interior  town package  additional reverse lights to brighten up the night  wheel spacers to get the perfect fitment and clean look  add a leaf and lifted 1 5  front and back  side steps  stock rims  bfg Goodrich 34  tires  cruise control  land departed assist  led light bar in front bumper  weather tech floor mats front and back  heated and cooled seats  leather steering wheel  sport mode  tow mode  trailer back up assist  back up cameras  sensors  tinted windows  stickers and badges whited out  never been wrecked  clean title in hand  aftermarket led headlights  have stock headlights too  bars for stealing down on bed  led bed lights  serviced religiously  Brand new shocks  Super cool truck gets lots of compliments  large V8  Much more   Just up high enough to have a tough stance without looking too  lifted  and goofy  Thanks for looking     
1859,2010 Mazda Mazda3        ,Mazda,Mazda3,2010,4200.0,119900,28.0,1.609674728940784,687.5,200.0,0.06635827874215089,3302.0945360457495,441.0,16.0,0.036281179138321996,https://cars.ksl.com/listing/6106235?ad_cid=18,       2010 Mazda 3   4 200 obo  Fun to drive and gets great gas mileage  Has tinted windows  power locks  and audio controls on the steering wheel  Both the heater and A C work great  It s clean and has never been smoked in  Just had an oil change and the tires still have plenty of tread  It does have a rebuilt title due to very mild hail damage that s only noticeable when the lighting is just right  I ve owned it over 4 years now and haven t had any problems  I absolutely love this car and wish I didn t have to sell it but unfortunately I don t need 2 cars   Text me if you have any questions 801 821 6850    
2897,1996 Ford Explorer XLT        ,Ford,Explorer,1996,2350.0,156700,16.0,1.2316528398213147,1203.125,0.0,0.08849497281547389,3111.13018134715,75.0,0.0,0.0,https://cars.ksl.com/listing/6116120?ad_cid=12,       Ford Explorer for sale god running car low miles god tires asking 2 350 obo any questions give me a call at 801 602 5661    
1028,2016 GMC Canyon SLT        ,GMC,Canyon,2016,24700.0,54578,22.0,3.536223386712595,875.0,20700.0,0.19728193947388598,8112.930396301103,158.0,3.0,0.0189873417721519,https://cars.ksl.com/listing/6142497?ad_cid=16,       Premium Oversized wheels and premium off road tires  Leveling lift  Locking bike rack in bed included  Tow package included   Great truck only selling because it seats 5 and we now need 6 seats  Good gas mileage for a truck  easy to park  and can still pull some toys rated up to 7500 lbs with the tow package     
1904,1998 Chevrolet Malibu LS        ,Chevrolet,Malibu,1998,300.0,155593,21.0,1.240415699935087,916.6666666666666,0.0,0.03236083781702201,1158.5210708117443,653.0,14.0,0.021439509954058193,https://cars.ksl.com/listing/6132147?ad_cid=22,        RUNS  DRIVES BUT WILL OVERHEAT   My loss your gain   300 OBO  Priced to sell quickly  if not Tear A Part it goes     MECHANICAL PARTS NEEDED    Water Pump  Power Steering Pump  Thermostat  Oxygen Sensor   Clean title for cash in hand  Low miles for year  if you can get this car back to itself it will be a very reliable commuter car  Text with questions or if interested  Located in T Ville     
1239,2016 Toyota Tundra SR5        ,Toyota,Tundra,2016,33900.0,41900,15.0,4.606205250596659,1283.3333333333335,29900.0,0.2599872614019007,8923.61147439449,74.0,0.0,0.0,https://cars.ksl.com/listing/6138960?ad_cid=23,       This is a super clean 2016 Double Cab Tundra   20 fuel wheels with Cooper Discoverer S T Maxx tires with plenty of life   Has a clean title and carfax report     
2182,1999 Dodge Stratus        ,Dodge,Stratus,1999,1000.0,133685,20.0,1.4436922616598722,962.5,0.0,0.036033383123691885,1655.1683937823836,68.0,2.0,0.029411764705882353,https://cars.ksl.com/listing/6129304?ad_cid=24,       runs and drives great    
2090,2014 Kia Forte LX        ,Kia,Forte,2014,6500.0,63387,28.0,3.0447883635445754,687.5,2500.0,0.06369361911882915,2857.793498182889,130.0,1.0,0.007692307692307693,https://cars.ksl.com/listing/6130678?ad_cid=21,       This 2014 Kia Forte EX comes fully stock with power options  built in USB and Bluetooth  As of now it has 63k miles but it is my daily to school an work so the mileage will go up  I got the tires about three weeks ago and they have a 40 000 warranty  Call or text any time for any questions     
974,2006 Chevrolet Aveo LS        ,Chevrolet,Aveo,2006,1900.0,139000,26.0,1.3884892086330936,740.3846153846154,0.0,0.048000263093434456,2108.778397768035,589.0,11.0,0.01867572156196944,https://cars.ksl.com/listing/5964114?ad_cid=7,       I m wanting to sell this car soon   I ve done a lot of maintenance on it or had help   Recently I have changed the oil   I use 5w 30 Mobil 1 synthetic oil   I also get very good mpg   It currently fills up around 25 to 30 and will last me 2 weeks  Last year I bought chrome rims for it and the tires have about 60  tread  This past summer I replaced ball joints and the front passenger side outer tie rod and had the wheels aligned  It also has a cold air intake and the car does have cold a c and heater  only serious inquires please  I m only available after 4pm til 10pm and the weekends after 3pm   If I miss a call kindly leave a voicemail and I ll be sure to call back    
2715,2004 Subaru Impreza TS Sport        ,Subaru,Impreza,2004,4050.0,158402,21.0,1.2184189593565737,916.6666666666666,50.0,0.12426188119264708,4242.420633852758,847.0,35.0,0.04132231404958678,https://cars.ksl.com/listing/6046008?ad_cid=20,       Nice Sporty AWD Subaru Impreza 2 5 TS  NON TURBO  in super clean condition inside out  Great low profile tires whit lots of life  new front breaks  new battery   fresh oil  awesome AC and heater  nice stereo just installed with blue tooth capabilities and a remote starter that is very convenient for cold weather   PS  One O2 sensor may need to be replaced but the car works nice and that shouldn t be a big issue     
3649,1995 Chevrolet Lumina        ,Chevrolet,Lumina,1995,500.0,147000,20.0,1.3129251700680271,962.5,0.0,0.03327717879604672,1343.3290155440416,62.0,0.0,0.0,https://cars.ksl.com/listing/6125113?ad_cid=9,       1995 Chevy lumina  Front and rear struts replaced  Lost keys so it will need a new ignition  As is  500 0BO    
158,2014 Toyota Tundra Limited        ,Toyota,Tundra,2014,32500.0,67000,15.0,2.8805970149253732,1283.3333333333335,28500.0,0.28142051278821456,12993.462121532539,78.0,1.0,0.01282051282051282,https://cars.ksl.com/listing/6149899?ad_cid=23,       I bought this Ride last year to start my new project But plans changed and I have to let her go  Black out package in and out with no emblems at all  This Truck has been very well taken care of  All services due on time  Limited edition is one of top on this model  Like leather seats dual heater and cooling seats sun roof and much more   Comes with lots of aftermarket parts and just for your information all modifications on it has been done by the dealer ship  I mean experts hands  6  pro comp lift kid  New cooper STT PRO tires seating on pro com wheels as well 35 12 50 R20  Also has matching spare tire  Pro comp suspension  New pro comp rear shocks  heavy duty for heavy loads  Rear air bags  level your loads in safety comfort   TRD rear sway bar  TRD Dual exhaust 3  comes direct from the engine  Tekonsha p3 breaks control  Heavy duty bed cover  Back Backflip mx4 Hard folding bed cover  Whether Tech floor mats  Invisible clear cover on hood and bumper  For rock cheapskate protection Full LED head lights with LED bar inserted on bumper  LED interior light  Viper remote start   And I m sure I forgot other things  Note  has a dent on the back side of the roof   See picture  previous owner did it  Please only serious buyer only don t waste your valuable time and mind too  Text me if you wanna see truck in person  No dealers call please     
936,2013 Chevrolet Malibu LS        ,Chevrolet,Malibu,2013,9750.0,46100,26.0,4.186550976138829,740.3846153846154,5750.0,0.0851088500868562,3128.6498368275984,33.0,0.0,0.0,https://cars.ksl.com/listing/6143224?ad_cid=18,       Low Miles  Excellent Condition Garaged    
1851,2012 Hyundai Sonata 2.0T Sport        ,Hyundai,Sonata,2012,6500.0,138000,28.0,1.3985507246376812,687.5,2500.0,0.12209012922471157,5412.451531847835,69.0,0.0,0.0,https://cars.ksl.com/listing/6132880?ad_cid=8,       2012 Hyundai Sonata 2 0T SE 1 owner  immaculately maintained Sonata   This car is absolutely phenomenal  Selling just cause I was ready for a new Hyundai  Excellent shape commuter car   Nearly all miles are highway miles  I have used full synthetic oil from day 1 and done all maintenance on time   most of it in my own garage  Other than safety recalls  I have never had this vehicle in the shop for any reason  It seriously runs like a dream   Most recently  front brakes were replaced  serpentine belt replaced  transmission serviced  coolant flushed  oil and filter changed  cabin and intake air filters changed   I would drive this vehicle across country tomorrow without a second thought    As an added value  I have the 18  wheels with Cooper CS5 touring tires  but I also have an additional set of wheels and winter tires that go with the vehicle  These make a HUGE difference in the snow  Do some homework and read reviews about the Sonata   Lowest long term cost of ownership out there   beating out Honda and Toyota flagship sedans   Gets excellent gas mileage  38  on the freeway  making it perfect for commuting  but still incredibly fun to drive with the 2 0T generating 268 horsepower   Come take it for a drive     
1321,2006 Ford F-150 FX4        ,Ford,F-150,2006,12900.0,112000,14.0,1.7232142857142858,1375.0,8900.0,0.17788863712255404,9084.302629429494,719.0,23.0,0.031988873435326845,https://cars.ksl.com/listing/6081476?ad_cid=13,       Cleanest 2006 F 150  Mileage 112 000 Daily driver will go up  Brand new 22x14 Fuel chrome wheels Brand new tires less then 1 000 miles  4 inch lift rough country  Ford raptor grill  Rigid light pods Led light bar  Led custom headlights  Led tail lights  Custom in bumper LED pods 3rd smoked brake light  Led turn signal bar  Aftermarket tow mirrors  Led rock lights  Custom fog lights  This truck has been a pavement princess  Interior  Sony touch screen deck  All aftermarket Rockford s fosgate speakers  2 10  adjustable Rockford fosgate subs Black cloth interior  5 seats  5  back window tint 25  side windows  5  sun strip  No trades  Feel free to message with serious inquiries     
1734,2015 Toyota 4Runner SR5 Premium        ,Toyota,4Runner,2015,23500.0,85300,18.0,2.2626025791324738,1069.4444444444446,19500.0,0.23332856138134125,11828.319404064863,381.0,14.0,0.03674540682414698,https://cars.ksl.com/listing/6133976?ad_cid=9,       2015 Toyota 4Runner SR5 Premium  Excellent shape  Clean title  85k miles  Leather seats  navigation  tow package  sunroof and more  Asking  23 500    
3467,2014 Ford Focus SE        ,Ford,Focus,2014,8000.0,43000,30.0,4.488372093023256,641.6666666666667,4000.0,0.07040110688968064,2462.5796508405906,159.0,8.0,0.050314465408805034,https://cars.ksl.com/listing/6102984?ad_cid=3,       2014 Ford Focus  This car is in excellent condition   Well maintained through Ford dealership  Automatic  air conditioning  power windows   locks   Clean title   No accidents  Call or Text to set up a test drive     
1100,2012 Subaru Impreza 2.0i Premium        ,Subaru,Impreza,2012,9500.0,100404,30.0,1.9222341739372932,641.6666666666667,5500.0,0.11015722770170751,5707.535220699475,80.0,2.0,0.025,https://cars.ksl.com/listing/6140942?ad_cid=21,       Original owner  Car drives great  has had no major issues  oil has been changed regularly with full synthetic  No accidents  Carfax included  Car does have a cracked windshield and the bumper on has come loose on occasion     
3847,2006 Dodge Durango        ,Dodge,Durango,2006,3300.0,156036,16.0,1.2368940500910046,1203.125,0.0,0.108910430215989,3871.0980569948188,143.0,7.0,0.04895104895104895,https://cars.ksl.com/listing/6093012?ad_cid=16,       Good condition  Seats 8  Runs good  Everything still works  Regular oil changes and maintenance  Due for its next oil change soon   V8 4 7L engine A C Heat Power locks  doors  windows DVD player Six disc CD changer  Nice sound system  Leather seats 3rd row 60 40 split Roof Rack  Towing  pulls trailer no problem   Clean title Tires have 45K miles on warranty from Costco Brand new fuel pump    
495,2012 Mini Cooper Countryman S ALL4        ,Mini,Cooper,2012,9000.0,148000,30.0,1.304054054054054,641.6666666666667,5000.0,0.19332570760587386,7708.987801734743,75.0,1.0,0.013333333333333334,https://cars.ksl.com/listing/6146781?ad_cid=24,       Hate to sell my dream car  But we re pregnant and dad needs a truck not a race car  I have all the receipts for the work I ve done to it  All services and oil changes done at the dealership  High miles due to first owners towing behind their rv  This mini is lowered 2 inches  I have the original springs as well   Bike rack  crossbars  all weather and original carpet floor mats  uhall hitch  two sets of wheels the one set has brand new blizzard blizzark snow tires  The other set has some all weather run flats   Text works best     
2383,2012 Honda Pilot Touring        ,Honda,Pilot,2012,11900.0,92000,21.0,2.097826086956522,916.6666666666666,7900.0,0.13115327698895313,6752.015337628177,342.0,8.0,0.023391812865497075,https://cars.ksl.com/listing/6126966?ad_cid=18,       Great running Honda Pilot  Seats 8 people  The only reason I m selling is because we just had one more little one and now need a 9 passenger  Pilot has new tires in August  New brakes I m August  New wheel bearings in August  I bought this Pilot from a dealer in SLC in 2018 I understand it was in an accident in the right front 1 4 panel that s really all I know about the rebuilt title The Pilot honestly runs great and I would not be selling if I didn t need something bigger  Feel free to call or text with questions I ll answer to the best of my ability  801 259 9189    
3527,2014 Jeep Cherokee Limited        ,Jeep,Cherokee,2014,16400.0,54314,24.0,3.5534116434068563,802.0833333333334,12400.0,0.13581422253214487,5568.234927279036,93.0,4.0,0.043010752688172046,https://cars.ksl.com/listing/6100904?ad_cid=13,       2014 JEEP CHEROKEE LIMITED  54 314 MILES BLUETOOTH   HANDS FREE  LEATHER SEATS  LOW MILES  LUGGAGE RACK  NAVIGATION   GPS  REMOTE START  TOW PACKAGE  BRAND NEW COOPER ALL SEASON TIRES  TECHNOLOGY PACKAGE  ALL AVAILABLE OPTIONS BUT NO SUNROOF  IN EXCELLENT CONDITION   MINOR SCRAPES ON FRONT BUMPER AND DRIVER SIDE MIRROR  INTERIOR IS VERY CLEAN     
689,2016 Jeep Patriot        ,Jeep,Patriot,2016,9950.0,69000,22.0,2.7971014492753623,875.0,5950.0,0.09660079857500743,4524.22082030825,48.0,2.0,0.041666666666666664,https://cars.ksl.com/listing/6145011?ad_cid=9,       WOW what a fun little adventure mobile  Would be great as a pull behind  daily commuter  college kids dream  high school kids luxury  ski buddy  camp champ  or 172 horse open sleigh  Handles snow and mountain roads with ease  Decent cargo space at 23 ft³  53 5 ft³ with seat area  Great gas mileage for a SUV   22 city to 27 hwy   Well maintained as part of a fleet  KBB com private party value of  11 784  Motivated to sell  and will consider any fair offer  Serious inquiries only please  Prefer texts  but feel free to call with any questions  Engine  2 6L 16 valve Options  AM FM CD   A C   Cruise Control   Luggage Rack   Tow Package available Downsides  slight smoke smell inside  been in a small fender bender  but still clean title    
280,2016 Ford F-150 XLT        ,Ford,F-150,2016,19950.0,116000,22.0,1.6637931034482758,875.0,15950.0,0.2630404448297871,13280.135204256198,580.0,17.0,0.029310344827586206,https://cars.ksl.com/listing/5976460?ad_cid=21,       F 150 XLT super crew cab  seats 6  center console on front bench becomes a seat  and is roomy  V 8 5 0 engine  Tow package  TDK  bumper guard work  2 000  Bed liner  bed is 6 5 ft  4 wheel drive  CarFax values the truck at  23k Interior 8 out of 10 Exterior 8 out of 10 open to offers  Has a clean CarFax report  will share with anyone who wants it   Text or call for a test drive     
2209,2013 Toyota Tacoma Limited        ,Toyota,Tacoma,2013,20500.0,85000,19.0,2.2705882352941176,1013.1578947368421,16500.0,0.2044680118434202,10355.828060981516,16.0,0.0,0.0,https://cars.ksl.com/listing/6142024?ad_cid=4,       24Mpg  Extra Cab 4x4    
3133,2010 Chevrolet Malibu        ,Chevrolet,Malibu,2010,5000.0,75500,25.0,2.556291390728477,770.0,1000.0,0.05631789659725632,2742.8712359588603,333.0,13.0,0.03903903903903904,https://cars.ksl.com/listing/6112328?ad_cid=20,       Good car   More inf   385 557 9076 3853889587 Hblo español tambien    
2368,2005 Chevrolet Cobalt LT        ,Chevrolet,Cobalt,2005,3000.0,154395,24.0,1.2500404805855112,802.0833333333334,0.0,0.08776749556999515,3202.0056131260794,68.0,8.0,0.11764705882352941,https://cars.ksl.com/listing/6127034?ad_cid=23,       2005 Chevy Cobalt in Very Good condition with just over 154k miles  It was my wife s car throughout high school and college and has served us really well  Recently flushed replaced all major fluids   engine oil  coolant  and transmission   It has a factory installed sub woofer that improves the sound system and tan leather seats that were both additions to the LT package  Tires are in good condition and both the interior and exterior are in very good condition     
760,2006 Mercury Monterey Luxury        ,Mercury,Monterey,2006,3000.0,148567,17.0,1.299077184031447,1132.3529411764705,0.0,0.08692889526477662,3441.684547394087,13.0,0.0,0.0,https://cars.ksl.com/listing/6144560?ad_cid=9,       Runs and drives well  A C needs to be recharged  Roof has some paint peeling  Tires  brakes  and battery are new  Great  cheap  transportation for the whole family  2nd owner  we ve put most of the miles on it with few problems  We don t use it anymore and would like to sell it to someone that would get some use out of it     
3101,2015 Subaru WRX        ,Subaru,WRX,2015,14500.0,51000,19.0,3.784313725490196,1013.1578947368421,10500.0,0.12609437422728167,4964.720983176754,427.0,16.0,0.03747072599531616,https://cars.ksl.com/listing/6112802?ad_cid=15,       Bought a year ago from GVI auto in West Valley  Good condition  don t have time and space for it   Have rainguard and side skirt on  801 529 2439   text only   o b o    
1995,2008 Toyota Tacoma SR5        ,Toyota,Tacoma,2008,9600.0,160000,22.0,1.20625,875.0,5600.0,0.2724394445196478,9034.26137267226,768.0,16.0,0.020833333333333332,https://cars.ksl.com/listing/6131288?ad_cid=6,       This is a 2008 access cab Toyota tacoma   long bed  SR5 with 4 0 V6  It get 20 mpg  Would make a excellent work truck or hunting truck or first truck for your teen driver  It has a rebuilt title  8 years ago  and has running solid ever since  legendary Toyota reliability  Cosmetically it is not pristine  mechanically it is sound  No need to fear if you scratch the paint  it is already pre seasoned  New rear tires 50 days ago  and fronts are nearly new  New rear bumper from a recent thump  Engine and cab filters  rear sliding window  front windshield  headlights  breaks all new last year  Seats are in great condition  This is a great truck with low miles  plenty of life in it     
